Locus	Duplication_Name	Duplicated_Individuals	Sister_Group
nGroup_3000	Y6	Calandrinia_sp_Needilup_31B,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_affious_145,Lewisia_brachycalyx_16,Calandrinia_kalanniensis_8,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Phemeranthus_brevifolius_169,Calandrinia_disperma_194,Calandrinia_compressa_144,Calandrinia_linliflora_109,Calandrinia_brevipedata_9,Calandrinia_pentavalvis_178,Calandrinia_mirabilis_85,Calandrinia_papillata_30,Calandrinia_vernicosa_23,Phemeranthus_longipes_6,Calandrinia_umbelliformis_20,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_eremea_salt_flat_130,Calandrinia_sp_Black_Angular_Seeds_24,Mollugo_verticillata_56,Opuntia_subulata_208,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Lewisia_pygmaea_8,Anacampseros_coahuilensis_68,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Mollugo_pentafilis_148,Trianthema_portulacastrum_tr,Beta_vulgaris_cds,Montiopsis_umbellata_225,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Cistanthe_grandiflora_199,Calandrinia_operata_32,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Rumicastrum_chamaecladum_123,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Anredera_baselloides_38,Calandrinia_sp_Prince_Regent_156,Calandrinia_sp_Bungalbin_157,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Calandrinia_lehmannii_35,Calandrinia_monandra_143,Calandrinia_polyandra_138,Lewisiopsis_tweedyi_4,Calandrinia_balonensis_57,Calandrinia_polyandra_34C,Phemeranthus_brevicaulis_202,Calandrinia_oraria_37,Calandrinia_primuliflora_160,Talinum_triangulare_50,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_sculpta_11,Calandrinia_calyptrata_185,Montiopsis_gayana_224,Calandrinia_skottsbergi_222,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Cistanthe_sp_219,Calyptridium_monospermum_108,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Lewisia_congdonii_17,Calandrinia_stagnensis_101,Calandrinia_rubrisabulosa_34,Calandrinia_crispisepala_21,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Alluaudia_procera_53,Calandrinia_translucens_99	Mollugo_pentafilis_148,Mollugo_verticillata_56
nGroup_3000	Y5	Calandrinia_sp_Needilup_31B,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_affious_145,Lewisia_brachycalyx_16,Calandrinia_kalanniensis_8,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Phemeranthus_brevifolius_169,Calandrinia_disperma_194,Calandrinia_compressa_144,Calandrinia_linliflora_109,Calandrinia_brevipedata_9,Calandrinia_pentavalvis_178,Calandrinia_mirabilis_85,Calandrinia_papillata_30,Calandrinia_vernicosa_23,Phemeranthus_longipes_6,Calandrinia_umbelliformis_20,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_eremea_salt_flat_130,Calandrinia_sp_Black_Angular_Seeds_24,Mollugo_verticillata_56,Opuntia_subulata_208,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Lewisia_pygmaea_8,Anacampseros_coahuilensis_68,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Mollugo_pentafilis_148,Trianthema_portulacastrum_tr,Beta_vulgaris_cds,Montiopsis_umbellata_225,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Cistanthe_grandiflora_199,Calandrinia_operata_32,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Rumicastrum_chamaecladum_123,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Anredera_baselloides_38,Calandrinia_sp_Prince_Regent_156,Calandrinia_sp_Bungalbin_157,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Calandrinia_lehmannii_35,Calandrinia_monandra_143,Calandrinia_polyandra_138,Lewisiopsis_tweedyi_4,Calandrinia_balonensis_57,Calandrinia_polyandra_34C,Phemeranthus_brevicaulis_202,Calandrinia_oraria_37,Calandrinia_primuliflora_160,Talinum_triangulare_50,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_sculpta_11,Calandrinia_calyptrata_185,Montiopsis_gayana_224,Calandrinia_skottsbergi_222,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Cistanthe_sp_219,Calyptridium_monospermum_108,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Lewisia_congdonii_17,Calandrinia_stagnensis_101,Calandrinia_rubrisabulosa_34,Calandrinia_crispisepala_21,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Alluaudia_procera_53,Calandrinia_translucens_99	Solanum_tuberosum_cds
nGroup_3000	Y25	Calandrinia_pentavalvis_178,Calandrinia_ptychosperma_5,Calandrinia_porifera_36,Calandrinia_papillata_30,Calandrinia_arenicola_90,Calandrinia_ptychosperma_166	Calandrinia_ptychosperma_166
nGroup_3000	Y24	Calandrinia_pentavalvis_178,Calandrinia_ptychosperma_5,Calandrinia_porifera_36,Calandrinia_papillata_30,Calandrinia_arenicola_90,Calandrinia_ptychosperma_166	Calandrinia_stagnensis_101
nGroup_3000	Y12	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Calyptridium_parryi_170,Calyptridium_umbellatum_193
nGroup_20351	Y59	Calandrinia_ciliata_2014,Calandrinia_ciliata_216	Calandrinia_ciliata_2014,Calandrinia_ciliata_216
nGroup_20351	Y58	Calandrinia_ciliata_2014,Calandrinia_ciliata_216	Calandrinia_ciliata_2014,Calandrinia_ciliata_216
nGroup_20351	Y43	Calandrinia_creethae_39,Calandrinia_pentavalvis_178,Calandrinia_ptychosperma_5,Calandrinia_porifera_36,Calandrinia_ptychosperma_166,Calandrinia_stagnensis_101,Calandrinia_papillata_30,Calandrinia_arenicola_90	Calandrinia_mirabilis_85
nGroup_20351	Y57	Calandrinia_ciliata_2014,Calandrinia_ciliata_216	Calandrinia_ciliata_2014,Calandrinia_ciliata_216
nGroup_20351	Y25	Calandrinia_sp_220,Calandrinia_affious_145,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Calandrinia_ciliata_2014,Calandrinia_colchagensis_146,Calandrinia_compressa_144,Calandrinia_monandra_143	Claytonia_washingtoniana_26,Lewisiopsis_tweedyi_4,Claytonia_lanceolata_106
nGroup_20351	Y9	Cistanthe_paniculaeta_223,Calyptridium_umbellatum_193,Cistanthe_sp_219,Montiopsis_gayana_224,Montiopsis_umbellata_225,Calyptridium_monospermum_108,Calyptridium_parryi_170,Cistanthe_grandiflora_199	Cistanthe_paniculaeta_223,Calyptridium_umbellatum_193,Cistanthe_sp_219,Montiopsis_gayana_224,Montiopsis_umbellata_225,Calyptridium_monospermum_108,Calyptridium_parryi_170,Cistanthe_grandiflora_199
nGroup_20351	Y8	Cistanthe_paniculaeta_223,Calyptridium_umbellatum_193,Cistanthe_sp_219,Montiopsis_gayana_224,Montiopsis_umbellata_225,Calyptridium_monospermum_108,Calyptridium_parryi_170,Cistanthe_grandiflora_199	Cistanthe_paniculaeta_223,Calyptridium_umbellatum_193,Cistanthe_sp_219,Montiopsis_gayana_224,Montiopsis_umbellata_225,Calyptridium_monospermum_108,Calyptridium_parryi_170,Cistanthe_grandiflora_199
nGroup_20351	Y56	Calandrinia_ciliata_2014,Calandrinia_ciliata_216	Calandrinia_compressa_144
nGroup_20351	Y15	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193
nGroup_20351	Y14	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Cistanthe_sp_219,Cistanthe_paniculaeta_223,Montiopsis_umbellata_225
nGroup_20351	Y16	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193
nGroup_20351	Y5	Calandrinia_strophiolata_155,Calandrinia_sp_Needilup_31B,Calandrinia_primuliflora_160,Claytonia_lanceolata_106,Calandrinia_affious_145,Lewisia_brachycalyx_16,Calandrinia_kalanniensis_8,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Phemeranthus_brevifolius_169,Calandrinia_disperma_194,Calandrinia_compressa_144,Montia_parviflora_27,Calandrinia_linliflora_109,Calandrinia_brevipedata_9,Calandrinia_sp_Meckering_31,Calandrinia_pentavalvis_178,Calandrinia_mirabilis_85,Calandrinia_papillata_30,Phemeranthus_longipes_6,Calandrinia_vernicosa_23,Calandrinia_crispisepala_21,Calandrinia_umbelliformis_20,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_eremea_salt_flat_130,Calandrinia_sp_Goongarrie_37,Calandrinia_sp_Black_Angular_Seeds_24,Mollugo_verticillata_56,Opuntia_subulata_208,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Lewisia_pygmaea_8,Anacampseros_coahuilensis_68,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Mollugo_pentafilis_148,Calandrinia_tholliformis_29,Montiopsis_umbellata_225,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Alluaudia_procera_53,Calandrinia_operata_32,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Rumicastrum_chamaecladum_123,Calandrinia_corrigioloides_49C,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Anredera_baselloides_38,Calandrinia_sp_Prince_Regent_156,Claytonia_megarhiza_195,Calandrinia_sp_Bungalbin_157,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Calandrinia_lehmannii_35,Calandrinia_monandra_143,Calandrinia_polyandra_138,Lewisiopsis_tweedyi_4,Calandrinia_balonensis_57,Calandrinia_polyandra_34C,Phemeranthus_brevicaulis_202,Calandrinia_oraria_37,Talinum_triangulare_50,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_sculpta_11,Calandrinia_calyptrata_185,Montiopsis_gayana_224,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Cistanthe_sp_219,Calyptridium_monospermum_108,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Calandrinia_stagnensis_101,Calandrinia_rubrisabulosa_34,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Cistanthe_grandiflora_199,Calandrinia_translucens_99	Trianthema_portulacastrum_tr,Mesembryanthemum_crystallinum_tr,Boerhavia_coccinea_tr
nGroup_20351	Y10	Cistanthe_paniculaeta_223,Calyptridium_umbellatum_193,Cistanthe_sp_219,Montiopsis_umbellata_225,Calyptridium_monospermum_108,Calyptridium_parryi_170,Cistanthe_grandiflora_199	Cistanthe_paniculaeta_223,Calyptridium_umbellatum_193,Cistanthe_sp_219,Montiopsis_gayana_224,Montiopsis_umbellata_225,Calyptridium_monospermum_108,Calyptridium_parryi_170
nGroup_20351	Y7	Cistanthe_paniculaeta_223,Calyptridium_umbellatum_193,Cistanthe_sp_219,Montiopsis_gayana_224,Montiopsis_umbellata_225,Calyptridium_monospermum_108,Calyptridium_parryi_170,Cistanthe_grandiflora_199	Calandrinia_eremaea_ss_33,Calandrinia_strophiolata_155,Calandrinia_calyptrata_188,Calandrinia_sp_Warrider_129,Calandrinia_sp_Needilup_31B,Calandrinia_stagnensis_101,Calandrinia_oraria_37,Calandrinia_uniflora_92,Calandrinia_mirabilis_85,Calandrinia_ciliata_216,Claytonia_lanceolata_106,Calandrinia_affious_145,Calandrinia_calyptrata_185,Calandrinia_balonensis_57,Calandrinia_vernicosa_23,Calandrinia_kalanniensis_8,Calandrinia_rubrisabulosa_34,Claytonia_washingtoniana_26,Calandrinia_corrigioloides_98,Calandrinia_polyandra_34C,Calandrinia_disperma_22,Calandrinia_reticulata_53,Calandrinia_sp_Bungalbin_157,Calandrinia_remota_ss_63,Calandrinia_colchagensis_146,Calandrinia_schistorhiza_31,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_sp_Kenwick_48,Calandrinia_ciliata_2014,Calandrinia_butcherensis_58,Calandrinia_ptychosperma_166,Calandrinia_disperma_194,Calandrinia_pumila_75,Calandrinia_compressa_144,Calandrinia_reticulata_149,Calandrinia_pleiopetala_74,Calandrinia_primuliflora_160,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Calandrinia_linliflora_109,Calandrinia_eremea_nonpapillate_139,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_eremea_salt_flat_130,Calandrinia_brevipedata_9,Calandrinia_ciliata_215,Calandrinia_sculpta_11,Calandrinia_pentavalvis_178,Rumicastrum_chamaecladum_123,Calandrinia_papillata_30,Calandrinia_eremaea_perennial_7,Calandrinia_monandra_143,Calandrinia_polyandra_138,Calandrinia_crispisepala_21,Lewisiopsis_tweedyi_4,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Calandrinia_polypetala_152,Calandrinia_umbelliformis_20,Calandrinia_baccata_38,Calandrinia_arenicola_90,Calandrinia_pumila_60,Calandrinia_translucens_99,Calandrinia_porifera_36,Calandrinia_tholliformis_29,Calandrinia_sp_Goongarrie_37,Calandrinia_operata_32,Calandrinia_sp_Black_Angular_Seeds_24
nGroup_20351	Y6	Calandrinia_strophiolata_155,Calandrinia_sp_Needilup_31B,Calandrinia_primuliflora_160,Claytonia_lanceolata_106,Calandrinia_affious_145,Calandrinia_kalanniensis_8,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Calandrinia_monandra_143,Calandrinia_disperma_194,Calandrinia_compressa_144,Calandrinia_linliflora_109,Calandrinia_brevipedata_9,Calandrinia_pentavalvis_178,Calandrinia_mirabilis_85,Calandrinia_papillata_30,Phemeranthus_longipes_6,Calandrinia_vernicosa_23,Calandrinia_crispisepala_21,Calandrinia_umbelliformis_20,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_eremea_salt_flat_130,Calandrinia_sp_Goongarrie_37,Calandrinia_sp_Black_Angular_Seeds_24,Calandrinia_corrigioloides_98,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Calandrinia_tholliformis_29,Montiopsis_umbellata_225,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_polypetala_152,Calandrinia_pumila_60,Calandrinia_porifera_36,Alluaudia_procera_53,Calandrinia_operata_32,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Rumicastrum_chamaecladum_123,Halophytum_ameghinoi_76,Anredera_baselloides_38,Calandrinia_sp_Bungalbin_157,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Phemeranthus_brevifolius_169,Calandrinia_polyandra_138,Lewisiopsis_tweedyi_4,Calandrinia_balonensis_57,Calandrinia_polyandra_34C,Phemeranthus_brevicaulis_202,Calandrinia_oraria_37,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_sculpta_11,Calandrinia_calyptrata_185,Montiopsis_gayana_224,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calyptridium_umbellatum_193,Cistanthe_sp_219,Calyptridium_monospermum_108,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_remota_ss_63,Calandrinia_stagnensis_101,Calandrinia_rubrisabulosa_34,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Cistanthe_grandiflora_199,Calandrinia_translucens_99	Mollugo_pentafilis_148
nGroup_24434	Y42	Calandrinia_pumila_75,Calandrinia_pumila_60	Calandrinia_pumila_75,Calandrinia_pumila_60
nGroup_24434	Y40	Calandrinia_pumila_75,Calandrinia_pumila_60	Calandrinia_pickeringii_165
nGroup_24434	Y41	Calandrinia_pumila_75,Calandrinia_pumila_60	Calandrinia_pumila_75,Calandrinia_pumila_60
nGroup_24434	Y29	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Cistanthe_sp_219,Cistanthe_paniculaeta_223,Cistanthe_grandiflora_199
nGroup_24434	Y14	Cistanthe_paniculaeta_223,Rumicastrum_chamaecladum_123,Claytonia_lanceolata_106,Portulaca_cryptopetala_49,Cistanthe_sp_219,Montiopsis_umbellata_225,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calandrinia_ciliata_216,Calyptridium_monospermum_108,Calyptridium_parryi_170,Calandrinia_primuliflora_160,Alluaudia_procera_53	Claytonia_lanceolata_106,Portulaca_cryptopetala_49
nGroup_24434	Y22	Calandrinia_strophiolata_155,Calandrinia_sp_Warrider_129,Calandrinia_stagnensis_101,Calandrinia_mirabilis_85,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_affious_145,Montiopsis_gayana_224,Calandrinia_skottsbergi_222,Claytonia_washingtoniana_26,Calandrinia_corrigioloides_98,Calandrinia_disperma_22,Calandrinia_sp_Bungalbin_157,Calyptridium_umbellatum_193,Calandrinia_colchagensis_146,Cistanthe_sp_219,Calandrinia_sp_Truncate_Capsules_118,Phemeranthus_brevicaulis_202,Phemeranthus_brevifolius_169,Rumicastrum_chamaecladum_123,Calandrinia_disperma_194,Calyptridium_monospermum_108,Calyptridium_parryi_170,Calandrinia_compressa_144,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_sp_220,Calandrinia_linliflora_109,Calandrinia_pickeringii_165,Calandrinia_granulifera_50D,Montiopsis_umbellata_225,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Calandrinia_monandra_143,Phemeranthus_longipes_6,Calandrinia_pumila_60	Alluaudia_procera_53,Talinum_triangulare_50,Anacampseros_coahuilensis_68
nGroup_24434	Y23	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Cistanthe_sp_219,Montiopsis_gayana_224,Cistanthe_paniculaeta_223,Montiopsis_umbellata_225
nGroup_24434	Y16	Cistanthe_sp_219,Cistanthe_paniculaeta_223	Montiopsis_umbellata_225
nGroup_24434	Y13	Cistanthe_paniculaeta_223,Rumicastrum_chamaecladum_123,Claytonia_lanceolata_106,Portulaca_cryptopetala_49,Cistanthe_sp_219,Montiopsis_umbellata_225,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calandrinia_ciliata_216,Calyptridium_monospermum_108,Calyptridium_parryi_170,Calandrinia_primuliflora_160,Alluaudia_procera_53	Calandrinia_strophiolata_155,Calandrinia_sp_Warrider_129,Calandrinia_stagnensis_101,Calandrinia_mirabilis_85,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_affious_145,Montiopsis_gayana_224,Calandrinia_skottsbergi_222,Claytonia_washingtoniana_26,Calandrinia_corrigioloides_98,Calandrinia_disperma_22,Calandrinia_sp_Bungalbin_157,Calyptridium_umbellatum_193,Calandrinia_colchagensis_146,Anacampseros_coahuilensis_68,Cistanthe_sp_219,Calandrinia_sp_Truncate_Capsules_118,Phemeranthus_brevicaulis_202,Phemeranthus_brevifolius_169,Rumicastrum_chamaecladum_123,Calandrinia_disperma_194,Calyptridium_monospermum_108,Calyptridium_parryi_170,Calandrinia_compressa_144,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_sp_220,Calandrinia_linliflora_109,Calandrinia_pickeringii_165,Calandrinia_granulifera_50D,Montiopsis_umbellata_225,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Calandrinia_monandra_143,Phemeranthus_longipes_6,Calandrinia_pumila_60,Alluaudia_procera_53,Talinum_triangulare_50
nGroup_24434	Y51	Calandrinia_granulifera_50D,Calandrinia_sp_Kenwick_48	Calandrinia_sp_Warrider_129
nGroup_24434	Y50	Calandrinia_granulifera_50D,Calandrinia_sp_Kenwick_48,Calandrinia_sp_Warrider_129	Calandrinia_polypetala_152
nGroup_24434	Y52	Calandrinia_creethae_39,Calandrinia_porifera_36,Calandrinia_ptychosperma_5,Calandrinia_pentavalvis_178,Calandrinia_stagnensis_101,Calandrinia_papillata_30,Calandrinia_arenicola_90,Calandrinia_ptychosperma_166	Calandrinia_mirabilis_85
nGroup_24434	Y54	Calandrinia_kalanniensis_8,Calandrinia_primuliflora_110,Calandrinia_primuliflora_160	Calandrinia_lehmannii_35
nGroup_24434	Y18	Calandrinia_ciliata_2014,Calandrinia_ciliata_216	Claytonia_lanceolata_106
nGroup_24434	Y15	Calyptridium_monospermum_108,Calyptridium_parryi_170	Cistanthe_sp_219,Cistanthe_paniculaeta_223,Montiopsis_umbellata_225
nGroup_24434	Y32	Calyptridium_parryi_170,Calyptridium_umbellatum_193	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193
nGroup_24434	Y31	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193
nGroup_24434	Y30	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193
nGroup_24434	Y11	Calandrinia_strophiolata_155,Calandrinia_sp_Needilup_31B,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_affious_145,Lewisia_brachycalyx_16,Calandrinia_kalanniensis_8,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Phemeranthus_brevifolius_169,Calandrinia_disperma_194,Calandrinia_compressa_144,Calandrinia_linliflora_109,Calandrinia_brevipedata_9,Calandrinia_pentavalvis_178,Calandrinia_mirabilis_85,Calandrinia_papillata_30,Phemeranthus_longipes_6,Calandrinia_vernicosa_23,Calandrinia_crispisepala_21,Calandrinia_umbelliformis_20,Calandrinia_sp_Kenwick_48,Calandrinia_eremea_salt_flat_130,Calandrinia_sp_Black_Angular_Seeds_24,Opuntia_subulata_208,Calandrinia_primuliflora_160,Calandrinia_quadrivalvis_121,Lewisia_pygmaea_8,Anacampseros_coahuilensis_68,Calandrinia_polyandra_34C,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_sp_220,Calandrinia_tholliformis_29,Montiopsis_umbellata_225,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Cistanthe_grandiflora_199,Calandrinia_operata_32,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Rumicastrum_chamaecladum_123,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Anredera_baselloides_38,Calandrinia_sp_Prince_Regent_156,Calandrinia_sp_Bungalbin_157,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Calandrinia_monandra_143,Calandrinia_balonensis_57,Calandrinia_lehmannii_35,Phemeranthus_brevicaulis_202,Calandrinia_oraria_37,Talinum_triangulare_50,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_calyptrata_185,Montiopsis_gayana_224,Calandrinia_skottsbergi_222,Calandrinia_colchagensis_146,Calandrinia_corrigioloides_98,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Calandrinia_reticulata_53,Cistanthe_sp_219,Calyptridium_monospermum_108,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Lewisia_congdonii_17,Calandrinia_stagnensis_101,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Alluaudia_procera_53	Mollugo_pentafilis_148,Mollugo_verticillata_56
